MegaMek Equipment Extended Database
This file can be regenerated with java -jar MegaMek.jar -eqedb /Users/ianbellomy/Sites/megamek/megamek/extended-equipment.txt
Type,Name,Tech Base,Rules,Tech Rating,Static Tech Level,Introduction Date,Prototype Date,Production Date,Common Date,Extinction Date,Re-Introduction Date,Tonnage,CriticalSlots,Cost,BV,RulesRef,Alias
W,"LB 5-X AC","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-D-C-B","Standard","~2824(CCY)","~2824(CCY)","~2826(CCY)","2828","-","-",7.0,4,250000.0,93.0,"207, TM","CLLBXAC5,Clan LB 5-X AC,"
W,"Prototype LB 5-X Autocannon","Clan","Clan_Experimental","F/X-D-X-X","Experimental","~2820(CCY)","~2820(CCY)","-","-","~2825","-",8.0,6,250000.0,83.0,"97, IO","CLLBXAC5Prototype,"
W,"LB 10-X AC","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-D-C-B","Standard","~2824","~2824","~2826(Clan)","2828","-","-",10.0,5,400000.0,148.0,"207, TM","CLLBXAC10,Clan LB 10-X AC,"
W,"LB 20-X AC","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-D-C-B","Standard","~2824","~2824","~2826(CCY)","2828","-","-",12.0,9,600000.0,237.0,"207, TM","CLLBXAC20,Clan LB 20-X AC,"
W,"Prototype LB 20-X Autocannon","Clan","Clan_Experimental","F/X-D-X-X","Experimental","~2820(CHH)","~2820(CHH)","-","-","~2826","-",14.0,12,600000.0,237.0,"97, IO","CLLBXAC20Prototype,"
W,"LB 2-X AC (THB)","Inner Sphere","IS_Unofficial","E/X-X-E-D","Unofficial","~3055(FS)","~3055(FS)","3058(FS)","3060","-","-",6.0,4,200000.0,40.0,"THB (Unofficial)","ISTHBLBXAC2,IS LB 2-X AC (THB),"
W,"LB 5-X AC (THB)","Inner Sphere","IS_Unofficial","E/X-X-E-D","Unofficial","~3055(FS)","~3055(FS)","3058(FS)","3060","-","-",8.0,6,300000.0,85.0,"THB (Unofficial)","ISTHBLBXAC5,IS LB 5-X AC (THB),"
W,"LB 20-X AC (THB)","Inner Sphere","IS_Unofficial","E/X-X-E-D","Unofficial","~3055(FS)","~3055(FS)","3058(FS)","3060","-","-",14.0,10,700000.0,204.0,"THB (Unofficial)","ISTHBLBXAC20,IS LB 20-X AC (THB),"
W,"Rotary AC/2","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-D","Standard","~3060(FS)","~3060(FS)","3062(FS)","3071","-","-",8.0,3,175000.0,118.0,"207, TM","ISRotaryAC2,IS Rotary AC/2,ISRAC2,"
W,"Rotary AC/5","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-D","Standard","~3060(FS)","~3060(FS)","3062(FS)","3071","-","-",10.0,6,275000.0,247.0,"207, TM","ISRotaryAC5,IS Rotary AC/5,ISRAC5,"
W,"Light AC/2","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/X-X-F-C","Standard","~3062(FS)","~3062(FS)","3068(FS)","3070","-","-",4.0,1,100000.0,30.0,"207, TM","Light Auto Cannon/2,IS Light AutoCannon/2,ISLAC2,LAC/2,IS Light Autocannon/2,"
W,"Light AC/5","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","D/X-X-F-C","Standard","~3062(FS)","~3062(FS)","3068(FS)","3070","-","-",5.0,2,150000.0,62.0,"207, TM","Light Auto Cannon/5,IS Light Auto Cannon/5,LAC/5,ISLAC5,IS Light Autocannon/5,"
W,"LAC/10","Inner Sphere","IS_Unofficial","D/X-X-F-C","Unofficial","~3062(FS)","~3062(FS)","3068(FS)","3070","-","-",8.0,4,225000.0,74.0,"Unofficial","Light Auto Cannon/10,IS Light AutoCannon/10,ISLAC10,IS Light Autocannon/10,"
W,"LAC/20","Inner Sphere","IS_Unofficial","D/X-X-F-C","Unofficial","~3062(FS)","~3062(FS)","3068(FS)","3070","-","-",9.0,6,325000.0,118.0,"Unofficial","Light Auto Cannon/20,IS Light AutoCannon/20,ISLAC20,IS Light Autocannon/20,"
W,"HVAC/2","Inner Sphere","IS_Advanced/IS_Experimental","D/X-X-F-E","Advanced","3059(CC)","3059(CC)","3079(CC)","-","-","-",8.0,2,100000.0,53.0,"285, TO","Hyper Velocity Auto Cannon/2,IS Hyper Velocity Auto Cannon/2,ISHVAC2,IS Hyper Velocity Autocannon/2,"
W,"HVAC/5","Inner Sphere","IS_Advanced/IS_Experimental","D/X-X-F-E","Advanced","3059(CC)","3059(CC)","3079(CC)","-","-","-",12.0,4,160000.0,109.0,"285, TO","Hyper Velocity Auto Cannon/5,IS Hyper Velocity Auto Cannon/5,ISHVAC5,IS Hyper Velocity Autocannon/5,"
W,"HVAC/10","Inner Sphere","IS_Advanced/IS_Experimental","D/X-X-F-E","Advanced","3059(CC)","3059(CC)","3079(CC)","-","-","-",14.0,6,230000.0,158.0,"285, TO","Hyper Velocity Auto Cannon/10,IS Hyper Velocity Auto Cannon/10,ISHVAC10,IS Hyper Velocity Autocannon/10,"
W,"Gauss Rifle","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/D-F(F*)-D-C","Standard","2587(TH)","2587(TH)","2590(TH)","3045","2865","3040(FC,FW,DC)",15.0,7,300000.0,320.0,"219, TM","ISGaussRifle,IS Gauss Rifle,"
W,"Prototype Gauss Rifle","Inner Sphere","IS_Experimental","E/F-F-X-X","Experimental","2587(TH)","2587(TH)","-","-","~2590","~3038(FS,LC)",15.0,8,1200000.0,320.0,"71, IO","ISGaussRiflePrototype,IS Gauss Rifle Prototype,"
W,"Silver Bullet Gauss Rifle","Inner Sphere","IS_TW_Non_Box/IS_Experimental","E/X-X-F-E","Standard","3051(FS,LC)","3051(FS,LC)","-","3080","-","-",15.0,7,350000.0,198.0,"314, TO","ISSBGR,IS Silver Bullet Gauss Rifle,ISSBGaussRifle,"
W,"Gauss Rifle","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-F-D-D","Standard","~2822(CBR)","~2822(CBR)","2828(CBR)","2830","-","-",12.0,6,300000.0,320.0,"219, TM","CLGaussRifle,Clan Gauss Rifle,"
W,"Light Gauss Rifle","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-D","Standard","~3049(FW)","~3049(FW)","3056(FW)","3065","-","-",12.0,5,275000.0,159.0,"219, TM","ISLightGaussRifle,IS Light Gauss Rifle,"
W,"Heavy Gauss Rifle","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-E-D","Standard","~3051(FW)","~3051(FW)","3061(FC)","3067","-","-",18.0,11,500000.0,346.0,"218, TM","ISHeavyGaussRifle,IS Heavy Gauss Rifle,"
W,"Improved Heavy Gauss Rifle","Inner Sphere","IS_TW_Non_Box/IS_Experimental","E/X-X-F-E","Standard","3065(LC)","3065(LC)","-","3081","-","-",20.0,11,700000.0,385.0,"313, TO","ISImprovedHeavyGaussRifle,IS Improved Heavy Gauss Rifle,"
W,"HAG/20","Clan","Clan_TW/Clan_Advanced","F/X-F-E-D","Standard","~3062(CHH)","-","~3062(CHH)","3068","-","-",10.0,6,400000.0,267.0,"219, TM","CLHAG20,Clan HAG/20,"
W,"HAG/30","Clan","Clan_TW/Clan_Advanced","F/X-F-E-D","Standard","~3062(CHH)","-","~3062(CHH)","3068","-","-",13.0,8,500000.0,401.0,"219, TM","CLHAG30,Clan HAG/30,"
W,"HAG/40","Clan","Clan_TW/Clan_Advanced","F/X-F-E-D","Standard","~3062(CHH)","-","~3062(CHH)","3068","-","-",16.0,10,600000.0,535.0,"219, TM","CLHAG40,Clan HAG/40,"
W,"AP Gauss Rifle","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-E-D","Standard","~3065(CJF)","~3065(CJF)","3069(CJF)","3072","-","-",0.5,1,8500.0,21.0,"218, TM","CLAPGaussRifle,Clan AP Gauss Rifle,"
W,"Machine Gun","Inner Sphere","IS_Box_Set","B/A-A-B-A","Introductory","PS","PS","PS","PS","2826","-",0.5,1,5000.0,5.0,"228, TM","Machine Gun,IS Machine Gun,ISMachine Gun,ISMG,"
W,"Light Machine Gun","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","B/X-X-C-B","Standard","~3064(CC)","~3064(CC)","3068(CC)","3070","-","-",0.5,1,5000.0,5.0,"228, TM","Light Machine Gun,IS Light Machine Gun,ISLightMG,"
W,"Heavy Machine Gun","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","B/X-C-C-B","Standard","~3063(TC)","~3063(TC)","3068(TC)","3070","-","-",1.0,1,7500.0,6.0,"228, TM","Heavy Machine Gun,IS Heavy Machine Gun,ISHeavyMG,"
W,"Machine Gun Array","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-F-F","Standard","~3066(FS)","~3066(FS)","3068(TC)","3070","-","-",0.5,1,1250.0,0.0,"228, TM","IS Machine Gun Array,ISMGA,"
W,"Light Machine Gun Array","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-F-F","Standard","~3066(FS)","~3066(FS)","3068(TC)","3070","-","-",0.5,1,1250.0,0.0,"228, TM","IS Light Machine Gun Array,ISLMGA,"
W,"Heavy Machine Gun Array","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","E/X-X-F-F","Standard","~3066(FS)","~3066(FS)","3068(TC)","3070","-","-",0.5,1,1250.0,0.0,"228, TM","ISHMGA,IS Heavy Machine Gun Array,"
W,"Machine Gun","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","C/X-B-B-A","Standard","~2821(CSF)","~2821(CSF)","2825(CSF)","2830","-","-",0.25,1,5000.0,5.0,"228, TM","CLMG,Clan Machine Gun,"
W,"Light Machine Gun","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","C/X-C-C-B","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3070","-","-",0.25,1,5000.0,5.0,"228, TM","CLLightMG,Clan Light Machine Gun,"
W,"Heavy Machine Gun","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","C/X-C-C-B","Standard","~3054(CHH)","~3054(CHH)","3059(CSJ)","3070","-","-",0.5,1,7500.0,6.0,"228, TM","CLHeavyMG,Clan Heavy Machine Gun,"
W,"Machine Gun Array","Clan","Clan_TW","E/X-X-F-F","Standard","3069","-","-","3069","-","-",0.25,1,1250.0,0.0,"228, TM","Clan Machine Gun Array,CLMGA,"
W,"Light Machine Gun Array","Clan","Clan_TW","E/X-X-F-F","Standard","3069","-","-","3069","-","-",0.25,1,1250.0,0.0,"228, TM","Clan Light Machine Gun Array,CLLMGA,"
W,"Heavy Machine Gun Array","Clan","Clan_TW","E/X-X-F-F","Standard","3069","-","-","3069","-","-",0.25,1,1250.0,0.0,"228, TM","CLHMGA,Clan Heavy Machine Gun Array,"
W,"LRM 5","Inner Sphere","IS_Box_Set/IS_Advanced/IS_Experimental","C/C-C-C-C","Introductory","2295(TA)","2295(TA)","2300(TA)","2400","2830","-",2.0,1,30000.0,45.0,"229, TM","LRM 5,IS LRM-5,ISLRM5,IS LRM 5,"
W,"LRM 10","Inner Sphere","IS_Box_Set/IS_Advanced/IS_Experimental","C/C-C-C-C","Introductory","2295(TA)","2295(TA)","2300(TA)","2400","2830","-",5.0,2,100000.0,90.0,"229, TM","LRM 10,IS LRM-10,ISLRM10,IS LRM 10,"
W,"LRM 15","Inner Sphere","IS_Box_Set/IS_Advanced/IS_Experimental","C/C-C-C-C","Introductory","2295(TA)","2295(TA)","2300(TA)","2400","2830","-",7.0,3,175000.0,136.0,"229, TM","LRM 15,IS LRM-15,ISLRM15,IS LRM 15,"
W,"LRM 20","Inner Sphere","IS_Box_Set/IS_Advanced/IS_Experimental","C/C-C-C-C","Introductory","2295(TA)","2295(TA)","2300(TA)","2400","2830","-",10.0,5,250000.0,181.0,"229, TM","LRM 20,IS LRM-20,ISLRM20,IS LRM 20,"
W,"LRM 5 (OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","C/C-C-C-C","Standard","~2665(TH)","~2665(TH)","2676(TH)","3045","2800","3030(FW)",2.5,1,15000.0,9.0,"230, TM","LRM 5 (OS),IS OS LRM-5,ISLRM5 (OS),IS LRM 5 (OS),"
W,"LRM 10 (OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","C/C-C-C-C","Standard","~2665(TH)","~2665(TH)","2676(TH)","3045","2800","3030(FW)",5.5,2,50000.0,18.0,"230, TM","LRM 10 (OS),IS OS LRM-10,ISLRM10 (OS),IS LRM 10 (OS),"
W,"LRM 15 (OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","C/C-C-C-C","Standard","~2665(TH)","~2665(TH)","2676(TH)","3045","2800","3030(FW)",7.5,3,87500.0,27.0,"230, TM","LRM 15 (OS),IS OS LRM-15,ISLRM15 (OS),IS LRM 15 (OS),"
W,"LRM 20 (OS)","Inner Sphere","IS_TW_Non_Box/IS_Advanced/IS_Experimental","C/C-C-C-C","Standard","~2665(TH)","~2665(TH)","2676(TH)","3045","2800","3030(FW)",10.5,5,125000.0,36.0,"230, TM","LRM 20 (OS),IS OS LRM-20,ISLRM20 (OS),IS LRM 20 (OS),"
W,"LRM 1","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",0.4,0,0.0,17.0,"231, TM","CLLRM1,"
W,"LRM 1","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",0.4,0,0.0,3.0,"231, TM","CLLRM1OS,"
W,"LRM 2","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",0.4,0,0.0,24.0,"231, TM","CLLRM2,"
W,"LRM 2 (OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",0.4,0,0.0,5.0,"231, TM","CLLRM2OS,"
W,"LRM 3","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",0.6,0,0.0,35.0,"231, TM","CLLRM3,"
W,"LRM 3 (OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",0.6,0,0.0,7.0,"231, TM","CLLRM3OS,"
W,"LRM 4","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",0.8,0,0.0,46.0,"231, TM","CLLRM4,"
W,"LRM 4 (OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",0.8,0,0.0,9.0,"231, TM","CLLRM4OS,"
W,"LRM 5","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-D-C-C","Standard","~2820(CCY)","~2820(CCY)","2824(CCY)","2825","-","-",1.0,1,30000.0,55.0,"229, TM","CLLRM5,Clan LRM-5,Clan LRM 5,"
W,"LRM 6","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",1.2,0,0.0,69.0,"231, TM","CLLRM6,"
W,"LRM 7","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",1.4,0,0.0,82.0,"231, TM","CLLRM7,"
W,"LRM 8","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",1.6,0,0.0,93.0,"231, TM","CLLRM8,"
W,"LRM 9","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",1.8,0,0.0,95.0,"231, TM","CLLRM9,"
W,"LRM 10","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-D-C-C","Standard","~2820(CCY)","~2820(CCY)","2824(CCY)","2825","-","-",2.5,1,100000.0,109.0,"229, TM","CLLRM10,Clan LRM-10,Clan LRM 10,"
W,"LRM 11","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",2.2,0,0.0,139.0,"231, TM","CLLRM11,"
W,"LRM 12","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",2.4,0,0.0,141.0,"231, TM","CLLRM12,"
W,"LRM 13","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",2.6,0,0.0,161.0,"231, TM","CLLRM13,"
W,"LRM 14","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",2.8,0,0.0,163.0,"231, TM","CLLRM14,"
W,"LRM 15","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-D-C-C","Standard","~2820(CCY)","~2820(CCY)","2824(CCY)","2825","-","-",3.5,2,175000.0,164.0,"229, TM","CLLRM15,Clan LRM-15,Clan LRM 15,"
W,"LRM 16","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",3.2,0,0.0,214.0,"231, TM","CLLRM16,"
W,"LRM 17","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",3.4,0,0.0,215.0,"231, TM","CLLRM17,"
W,"LRM 18","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",3.6,0,0.0,217.0,"231, TM","CLLRM18,"
W,"LRM 19","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-C-C","Standard","~3055(CSJ)","~3055(CSJ)","3060(CSJ)","3061","-","-",3.8,0,0.0,218.0,"231, TM","CLLRM19,"
W,"LRM 20","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-D-C-C","Standard","~2820(CCY)","~2820(CCY)","2824(CCY)","2825","-","-",5.0,4,250000.0,220.0,"229, TM","CLLRM20,Clan LRM-20,Clan LRM 20,"
W,"LRM 5 (OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-D-D-C","Standard","~2820","~2820","2824","3045","-","-",1.5,1,15000.0,11.0,"228, TM","CLLRM5 (OS),CLLRM5OS,Clan OS LRM-5,Clan LRM 5 (OS),"
W,"LRM 10 (OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-D-D-C","Standard","~2820","~2820","2824","3045","-","-",3.0,1,50000.0,22.0,"228, TM","CLLRM10 (OS),Clan OS LRM-10,Clan LRM 10 (OS),"
W,"LRM 15 (OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-D-D-C","Standard","~2820","~2820","2824","3045","-","-",4.0,2,87500.0,33.0,"228, TM","CLLRM15 (OS),Clan OS LRM-15,Clan LRM 15 (OS),"
W,"LRM 20 (OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-D-D-C","Standard","~2820","~2820","2824","3045","-","-",5.5,4,125000.0,44.0,"228, TM","CLLRM20 (OS),Clan OS LRM-20,Clan LRM 20 (OS),"
W,"Streak LRM 1","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",0.4,1,15000.0,17.0,"327, TO","CLStreakLRM1,Clan Streak LRM-1,Clan Streak LRM 1,"
W,"Streak LRM 2","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",0.8,1,30000.0,34.0,"","CLStreakLRM2,Clan Streak LRM-2,Clan Streak LRM 2,"
W,"Streak LRM 3","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",1.2,1,45000.0,51.0,"327, TO","CLStreakLRM3,Clan Streak LRM-3,Clan Streak LRM 3,"
W,"Streak LRM 4","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",1.6,1,60000.0,68.0,"327, TO","CLStreakLRM4,Clan Streak LRM-4,Clan Streak LRM 4,"
W,"Streak LRM 5","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",2.0,1,75000.0,86.0,"327, TO","CLStreakLRM5,Clan Streak LRM-5,Clan Streak LRM 5,"
W,"Streak LRM 6","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",2.4,1,90000.0,103.0,"327, TO","CLStreakLRM6,Clan Streak LRM-6,Clan Streak LRM 6,"
W,"Streak LRM 7","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",2.8,1,105000.0,120.0,"327, TO","CLStreakLRM7,Clan Streak LRM-7,Clan Streak LRM 7,"
W,"Streak LRM 8","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",3.2,1,120000.0,137.0,"327, TO","CLStreakLRM8,Clan Streak LRM-8,Clan Streak LRM 8,"
W,"Streak LRM 9","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",3.6,1,135000.0,155.0,"327, TO","CLStreakLRM9,Clan Streak LRM-9,Clan Streak LRM 9,"
W,"Streak LRM 10","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",5.0,2,225000.0,173.0,"327, TO","CLStreakLRM10,Clan Streak LRM-10,Clan Streak LRM 10,"
W,"Streak LRM 11","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",4.4,1,165000.0,190.0,"327, TO","CLStreakLRM11,Clan Streak LRM-11,Clan Streak LRM 11,"
W,"Streak LRM 12","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",4.8,1,180000.0,207.0,"327, TO","CLStreakLRM12,Clan Streak LRM-12,Clan Streak LRM 12,"
W,"Streak LRM 13","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",5.2,1,195000.0,224.0,"327, TO","CLStreakLRM13,Clan Streak LRM-13,Clan Streak LRM 13,"
W,"Streak LRM 14","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",5.6,1,210000.0,241.0,"327, TO","CLStreakLRM14,Clan Streak LRM-14,Clan Streak LRM 14,"
W,"Streak LRM 15","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",7.0,3,400000.0,259.0,"327, TO","CLStreakLRM15,Clan Streak LRM-15,Clan Streak LRM 15,"
W,"Streak LRM 16","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",6.4,1,240000.0,276.0,"327, TO","CLStreakLRM16,Clan Streak LRM-16,Clan Streak LRM 16,"
W,"Streak LRM 17","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",6.8,1,255000.0,293.0,"327, TO","CLStreakLRM17,Clan Streak LRM-17,Clan Streak LRM 17,"
W,"Streak LRM 18","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",7.2,1,270000.0,310.0,"327, TO","CLStreakLRM18,Clan Streak LRM-18,Clan Streak LRM 18,"
W,"Streak LRM 19","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",7.6,1,285000.0,327.0,"327, TO","CLStreakLRM19,Clan Streak LRM-19,Clan Streak LRM 19,"
W,"Streak LRM 20","Clan","Clan_TW/Clan_Advanced","F/X-X-F-E","Standard","3057(CJF)","-","3057(CJF)","~3079","-","-",10.0,5,600000.0,345.0,"327, TO","CLStreakLRM20,Clan Streak LRM-20,Clan Streak LRM 20,"
W,"Streak LRM 1 (OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-F-E","Experimental","3057(CCY)","3057(CCY)","~3079(CJF)","3088","-","-",0.9,1,15000.0,17.0,"","CLStreakLRM1OS,Clan Streak LRM-1 (OS),Clan Streak LRM 1 (OS),"
W,"Streak LRM 2 (OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-F-E","Experimental","3057(CCY)","3057(CCY)","~3079(CJF)","3088","-","-",1.3,1,30000.0,34.0,"327, TO","CLStreakLRM2OS,Clan Streak LRM-2 (OS),Clan Streak LRM 2 (OS),"
W,"Streak LRM 3 (OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-F-E","Experimental","3057(CCY)","3057(CCY)","~3079(CJF)","3088","-","-",1.7,1,45000.0,51.0,"327, TO","CLStreakLRM3OS,Clan Streak LRM-3 (OS),Clan Streak LRM 3 (OS),"
W,"Streak LRM 4 (OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-F-E","Experimental","3057(CCY)","3057(CCY)","~3079(CJF)","3088","-","-",2.1,1,60000.0,68.0,"327, TO","CLStreakLRM4OS,Clan Streak LRM-4 (OS),Clan Streak LRM 4 (OS),"
W,"Streak LRM 5 (OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-F-E","Experimental","3057(CCY)","3057(CCY)","~3079(CJF)","3088","-","-",2.5,1,37500.0,17.0,"327, TO","CLOSStreakLRM5,Clan Streak LRM-5 (OS),Clan Streak LRM 5 (OS),CLStreakLRM5 (OS),"
W,"Streak LRM 6 (OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-F-E","Experimental","3057(CCY)","3057(CCY)","~3079(CJF)","3088","-","-",2.9,1,90000.0,103.0,"327, TO","CLStreakLRM6OS,Clan Streak LRM-6 (OS),Clan Streak LRM 6 (OS),"
W,"Streak LRM 7 (OS)","Clan","Clan_TW/Clan_Advanced/Clan_Experimental","F/X-X-F-E","Experimental","3057(CCY)","3057(CCY)","~3079(CJF)","3088","-","-",3.0,1,105000.0,120.0,"327, TO","CLStreakLRM7OS,Clan Streak LRM-7 (OS),Clan Streak LRM 7 (OS),"
